id	name	min	max	default	flags
0	LCD Contrast	0	9	4	0x0
1	LED Brightness	0	9	7	0x0
2	KNOB INDICATOR	0	1	1	0x0
3	Auto Power Off	0	2	2	0x0
4	Startup	0	1	0	0x0
5	Startup PATCH Model	0	3	0	0x0
6	Startup PATCH Memory	-1	63	0	0x0
7	Startup PERFORM	0	63	0	0x0
8	Knob Mode	0	1	0	0x0
9	LED Demo	0	10	5	0x0
10	Shop Mode	0	1	0	0x0
11	USB Driver	0	1	0	0x0
12	Keyboard Velocity SW	0	1	0	0x0
13	Keyboard Fixed Velocity	0	126	126	0x0
14	Keyboard Velocity Curve	0	2	1	0x0
15	Keyboard Velocity Offset	-10	10	0	0x0
16	HOLD PEDAL Polarity	0	1	0	0x0
17	EXPRESSION PEDAL Polarity	0	1	0	0x0
18	Local SW	0	2	1	0x0
19	Master Tune (SYSTEM-1)	0	20	10	0x0
20	MASTER TUNE	-100	100	0	0x0
21	Boost Mode	0	1	0	0x0
22	Output Gain	-12	12	0	0x0
23	Tempo Sync	0	3	0	0x0
24	Start / Stop	0	1	1	0x0
25	Sync Output	0	1	1	0x0
26	Click (Metoronome) Mode	0	4	0	0x0
27	Click (Metoronome) Level	0	127	0	0x0
28	Click (Metoronome) Type	0	3	0	0x0
29	MIDI Device ID	0	15	0	0x0
30	Remote Keyboard	0	1	0	0x0
31	MIDI Omni Mode	0	1	0	0x0
32	MIDI Channel (PATCH)	1	16	1	0x0
33	MIDI Channel (PERFORM)	0	16	16	0x0
34	MIDI Channel (Upper)	1	16	1	0x0
35	MIDI Channel (Lower)	1	16	2	0x0
36	MIDI Tx Program Change	0	1	1	0x0
37	MIDI Tx Bank Select	0	1	1	0x0
38	MIDI Tx Edit Data	0	1	1	0x0
39	MIDI Rx Program Change	0	1	1	0x0
40	MIDI Rx Bank Select	0	1	1	0x0
41	MIDI Rx Edit Data	0	1	1	0x0
42	USB-MIDI Thru	0	1	0	0x0
43	MIDI Thru	0	1	1	0x0
44	CLOCK (CV) IN Fine Tune	-100	100	0	0x0
45	CLOCK (CV) IN Key Follow	-100	100	0	0x0
46	CLOCK (CV) IN Assign	0	127	0	0x0
48	Realtime Rec Mode	0	1	0	0x0
49	Input Gain	0	3	2	0x0
50	Patch Tempo Switch	0	1	0	0x0
60	PLUG-OUT Model (PLUG-OUT 0)	-1	255	-1	0x10000
61	PLUG-OUT Model (PLUG-OUT 1)	-1	255	-1	0x10000
62	PLUG-OUT Model (PLUG-OUT 2)	-1	255	-1	0x10000
63	PLUG-OUT Model (PLUG-OUT 3)	-1	255	-1	0x10000
120	_NULL_	0	0	0	0x20000
121	_NULL_	0	0	0	0x30000
122	_NULL_	0	0	0	0x40000
123	_NULL_	0	0	0	0x50000
124	_NULL_	0	0	0	0x60000
125	_NULL_	0	0	0	0x70000
126	_NULL_	0	0	0	0x80000
127	_NULL_	0	0	0	0x90000
128	Scale Select	-1	7	0	0xa0000
129	Scale Root	0	11	0	0xa0000
130	User Scale for C	-64	63	0	0xa0000
131	User Scale for C#	-64	63	0	0xa0000
132	User Scale for D	-64	63	0	0xa0000
133	User Scale for Eb	-64	63	0	0xa0000
134	User Scale for E	-64	63	0	0xa0000
135	User Scale for F	-64	63	0	0xa0000
136	User Scale for F#	-64	63	0	0xa0000
137	User Scale for G	-64	63	0	0xa0000
138	User Scale for G#	-64	63	0	0xa0000
139	User Scale for A	-64	63	0	0xa0000
140	User Scale for Bb	-64	63	0	0xa0000
141	User Scale for B	-64	63	0	0xa0000
188	_NULL_	0	0	0	0xb0000
189	MODEL (Read Only)	2	2	2	0xc0100
190	MANUAL FLAG (PATCH)	0	1	0	0xc0100
191	MANUAL FLAG (PERFORM Upper)	0	1	0	0xc0100
192	MANUAL FLAG (PERFORM Lower)	0	1	0	0xc0100
193	EDITED FLAG (PATCH)	0	1	0	0xc0100
194	EDITED FLAG (PERFORM Upper)	0	1	0	0xc0100
195	EDITED FLAG (PERFORM Lower)	0	1	0	0xc0100
196	PATCH or PERFORM	0	1	0	0xc0100
197	Current Memory (PATCH)	0	255	0	0xc0100
198	Current Memory (PERFORM Upper)	0	255	0	0xc0100
199	Current Memory (PERFORM Lower)	0	255	0	0xc0100
200	Current Memory (PERFORM)	0	63	0	0xc0100
201	Current Bank  (PATCH)	0	7	0	0xc0100
202	Current Bank  (PERFORM Upper)	0	7	0	0xc0100
203	Current Bank  (PERFORM Lower)	0	7	0	0xc0100
204	Current Bank (PERFORM)	0	7	0	0xc0100
205	MODEL (PATCH)	0	3	0	0xc0100
206	MODEL (PERFORM Upper)	0	3	0	0xc0100
207	MODEL (PERFORM Lower)	0	3	0	0xc0100
208	PANEL SELECT	0	1	0	0xc0100
209	SYSTEM MODE	0	1	0	0xc0100
249	OCTAVE	0	6	3	0xd0100
250	KEY HOLD	0	1	0	0xd0100
251	HOLD TYPE	0	2	0	0xd0100
252	TEMPO	400	3000	1280	0xd0100
253	INPUT	0	255	0	0xd0100
254	INPUT JACK USING (SYSTEM1m)	0	65535	0	0xd0100
309	_NULL_	0	0	0	0xe0100
310	SCATTER TYPE	0	9	0	0xf0100
311	SCATTER DEPTH	-7	7	0	0xf0100
312	SCATTER CONTROL 1	-100	100	0	0xf0100
313	SCATTER CONTROL 2	-100	100	0	0xf0100
314	SCATTER CONTROL 3	-100	100	0	0xf0100
315	SCATTER CONTROL 4	-100	100	0	0xf0100
316	SCATTER CONTROL 5	-100	100	0	0xf0100
317	SCATTER CONTROL 6	-100	100	0	0xf0100
318	SCATTER CONTROL 7	-100	100	0	0xf0100
319	SCATTER HOLD	0	1	0	0xf0100
370	_NULL_	0	0	0	0x100100
371	_NULL_	0	0	0	0x110100
372	_NULL_	0	0	0	0x120100
373	VOLUME	0	255	128	0x130200
374	TRANSPOSE	0	11	0	0x130200
375	TEMPO	400	3000	1280	0x130200
433	Note (voice 1)	0	127	36	0x140200
434	Note (voice 2)	0	127	36	0x140200
435	Note (voice 3)	0	127	36	0x140200
436	Note (voice 4)	0	127	36	0x140200
437	Note (voice 5)	0	127	36	0x140200
438	Note (voice 6)	0	127	36	0x140200
439	Note (voice 7)	0	127	36	0x140200
440	Note (voice 8)	0	127	36	0x140200
441	Note (voice 9)	0	127	36	0x140200
442	Note (voice 10)	0	127	36	0x140200
443	Note (voice 11)	0	127	36	0x140200
444	Note (voice 12)	0	127	36	0x140200
445	Note (voice 13)	0	127	36	0x140200
446	Note (voice 14)	0	127	36	0x140200
447	Note (voice 15)	0	127	36	0x140200
448	Note (voice 16)	0	127	36	0x140200
449	Note (CV/GATE)	0	127	36	0x140200
450	Gate (voice 1)	0	127	0	0x140200
451	Gate (voice 2)	0	127	0	0x140200
452	Gate (voice 3)	0	127	0	0x140200
453	Gate (voice 4)	0	127	0	0x140200
454	Gate (voice 5)	0	127	0	0x140200
455	Gate (voice 6)	0	127	0	0x140200
456	Gate (voice 7)	0	127	0	0x140200
457	Gate (voice 8)	0	127	0	0x140200
458	Gate (voice 9)	0	127	0	0x140200
459	Gate (voice 10)	0	127	0	0x140200
460	Gate (voice 11)	0	127	0	0x140200
461	Gate (voice 12)	0	127	0	0x140200
462	Gate (voice 13)	0	127	0	0x140200
463	Gate (voice 14)	0	127	0	0x140200
464	Gate (voice 15)	0	127	0	0x140200
465	Gate (voice 16)	0	127	0	0x140200
466	Gate (CV/GATE)	0	127	0	0x140200
467	Mute (voice 1)	0	1	0	0x140200
468	Mute (voice 2)	0	1	0	0x140200
469	Mute (voice 3)	0	1	0	0x140200
470	Mute (voice 4)	0	1	0	0x140200
471	Mute (voice 5)	0	1	0	0x140200
472	Mute (voice 6)	0	1	0	0x140200
473	Mute (voice 7)	0	1	0	0x140200
474	Mute (voice 8)	0	1	0	0x140200
475	Mute (voice 9)	0	1	0	0x140200
476	Mute (voice 10)	0	1	0	0x140200
477	Mute (voice 11)	0	1	0	0x140200
478	Mute (voice 12)	0	1	0	0x140200
479	Mute (voice 13)	0	1	0	0x140200
480	Mute (voice 14)	0	1	0	0x140200
481	Mute (voice 15)	0	1	0	0x140200
482	Mute (voice 16)	0	1	0	0x140200
483	Mute (CV/GATE)	0	1	0	0x140200
484	ModuleCvOutVoice	0	15	0	0x140200
493	Pitch Bend	-8192	8191	0	0x150200
494	Pitch Bend (CV/GATE)	-8192	8191	0	0x150200
495	Modulation (CC#1)	0	127	0	0x150200
496	Volume (CC#7)	0	127	127	0x150200
497	Pan (CC#10)	0	127	64	0x150200
498	Expression (CC#11)	0	127	127	0x150200
499	Hold Pedal (CC#64)	0	127	0	0x150200
500	Sustenuto Pedal (CC#66)	0	127	0	0x150200
501	Soft Pedal (CC#67)	0	127	0	0x150200
553	LFO RATE GRF SW	0	1	0	0x160200
554	VCF CUTOFF GRF SW	0	1	0	0x160200
555	BENDER GRF SW	0	1	0	0x160200
613	_NULL_	0	0	0	0x170200
614	PERFORM MODE	0	1	0	0x180300
615	PERFORM LEVEL	0	127	107	0x180300
616	PART BALANCE	0	127	64	0x180300
617	TEMPO SELECT	0	1	0	0x180300
618	PERFORM TEMPO	400	3000	1200	0x180300
619	OCTAVE	0	6	3	0x180300
620	TRANSPOSE	0	11	0	0x180300
621	ARPEGGIO SOURCE	0	1	0	0x180300
622	ARPEGGIO DESTINATION	0	2	2	0x180300
623	ARPEGGIO SW	0	1	0	0x180300
624	CHORD MEMORY SOURCE	0	1	0	0x180300
625	CHORD MEMORY DESTINATION	0	2	2	0x180300
626	CHORD MEMORY SW	0	1	0	0x180300
627	CV/GATE PARAMETERS	0	1	0	0x180300
628	INPUT VOCODER CARRIER	0	2	2	0x180300
629	INPUT PARAMETERS	0	1	0	0x180300
630	KEY HOLD	0	1	0	0x180300
657	PART SW	0	1	1	0x190300
658	PART Slot	0	3	0	0x190300
659	PART Model	0	255	0	0x190300
660	PART Memory	0	63	0	0x190300
661	PART LEVEL	0	127	107	0x190300
662	PART PAN	0	10	5	0x190300
663	PART OCTAVE	-3	3	0	0x190300
664	PART TRANSPOSE	-12	12	0	0x190300
665	PART FINE TUNE	-100	100	0	0x190300
666	PART KEY RANGE (Bottom)	0	127	0	0x190300
667	PART KEY RANGE (Top)	0	127	127	0x190300
668	PART BEND	0	1	1	0x190300
669	PART MOD	0	1	1	0x190300
670	PART PEDAL HOLD	0	1	1	0x190300
671	PART PEDAL EXPRESSION	0	1	1	0x190300
672	PART SEQ MUTE	0	1	0	0x190300
699	PART SW	0	1	1	0x1a0300
700	PART Slot	0	3	0	0x1a0300
701	PART Model	0	255	0	0x1a0300
702	PART Memory	0	63	0	0x1a0300
703	PART LEVEL	0	127	107	0x1a0300
704	PART PAN	0	10	5	0x1a0300
705	PART OCTAVE	-3	3	0	0x1a0300
706	PART TRANSPOSE	-12	12	0	0x1a0300
707	PART FINE TUNE	-100	100	0	0x1a0300
708	PART KEY RANGE (Bottom)	0	127	0	0x1a0300
709	PART KEY RANGE (Top)	0	127	127	0x1a0300
710	PART BEND	0	1	1	0x1a0300
711	PART MOD	0	1	1	0x1a0300
712	PART PEDAL HOLD	0	1	1	0x1a0300
713	PART PEDAL EXPRESSION	0	1	1	0x1a0300
714	PART SEQ MUTE	0	1	0	0x1a0300
741	_NULL_	0	0	0	0x1b0300
742	_NULL_	0	0	0	0x1c0300
743	_NULL_	0	0	0	0x1d0300
744	_NULL_	0	0	0	0x1e0300
745	_NULL_	0	0	0	0x1f0300
746	_NULL_	0	0	0	0x200300
747	_NULL_	0	0	0	0x210300
748	_NULL_	0	0	0	0x220300
749	_NULL_	0	0	0	0x230300
750	LFO WAVE	0	5	0	0x240400
751	LFO DELAY TIME	0	255	0	0x240400
752	LFO RATE	0	255	175	0x240400
753	VCO LFO MOD	0	255	128	0x240400
754	VCF LFO MOD	0	255	128	0x240400
755	VCA LFO MOD	0	255	128	0x240400
756	LFO KEY TRIG	0	1	0	0x240400
757	VCO1 WAVE	0	5	0	0x250400
758	VCO PWM DEPTH	0	255	0	0x250400
759	VCO PWM SOURCE	0	5	0	0x250400
760	VCO1 RANGE	0	5	3	0x250400
761	VCO1 CROSS MOD	0	255	0	0x250400
762	VCO2 WAVE	0	5	0	0x260400
763	(OSC2 COLOR)	0	255	0	0x260400
764	(OSC2 MOD)	0	5	0	0x260400
765	VCO2 RANGE	0	5	3	0x260400
766	VCO2 FINE TUNE	0	255	128	0x260400
767	VCO2 LOW FREQ	0	1	0	0x260400
768	VCO2 SYNC	0	1	0	0x260400
769	VCO2 SUB RANGE	-36	36	0	0x260400
770	MIXER VCO1	0	255	128	0x270400
771	MIXER VCO2	0	255	0	0x270400
772	(MIXER OSC3 / SUB OSC)	0	255	0	0x270400
773	(MIXER NOISE)	0	255	0	0x270400
774	(MIXER SUB OSC TYPE)	0	3	0	0x270400
775	(MIXER NOISE TYPE)	0	3	1	0x270400
776	VCO ENV MOD	0	255	128	0x280400
777	(PITCH ATTACK)	0	255	0	0x280400
778	(PITCH DECAY)	0	255	0	0x280400
779	VCF CUTOFF	0	255	255	0x290400
780	(FILTER LPF TYPE)	0	3	0	0x290400
781	VCF RESONANCE	0	255	0	0x290400
782	HPF CUTOFF	0	255	0	0x290400
783	VCF ENV MOD	0	255	128	0x290400
784	ENV1 ATTACK	0	255	0	0x290400
785	ENV1 DECAY	0	255	0	0x290400
786	ENV1 SUSTAIN	0	255	255	0x290400
787	ENV1 RELEASE	0	255	0	0x290400
788	VCF KEY FOLLOW	0	255	128	0x290400
789	ENV2 ATTACK	0	255	0	0x2a0400
790	ENV2 DECAY	0	255	0	0x2a0400
791	ENV2 SUSTAIN	0	255	255	0x2a0400
792	ENV2 RELEASE	0	255	0	0x2a0400
793	VCA TONE	0	255	128	0x2a0400
794	EFFECT LEVEL	0	255	0	0x2b0400
795	REVERB LEVEL	0	255	0	0x2b0400
796	DELAY LEVEL	0	255	0	0x2b0400
797	DELAY TIME	0	255	128	0x2b0400
798	PORTAMENTO	0	255	0	0x2c0400
799	LEGATO	0	1	0	0x2c0400
800	ASSIGN MODE	0	3	0	0x2c0400
801	BEND RANGE	0	23	2	0x2c0400
802	PORTA TYPE	0	1	0	0x2c0400
803	TEMPO SYNC	0	1	0	0x2c0400
804	(MOD ID 1)	0	255	0	0x2d0400
805	(MOD ID 2)	0	255	0	0x2d0400
806	(MOD ID 3)	0	255	0	0x2d0400
807	(MOD PRM 1)	0	255	0	0x2d0400
808	(MOD PRM 2)	0	255	0	0x2d0400
809	(MOD PRM 3)	0	255	0	0x2d0400
810	VCA LEVEL	0	255	128	0x2d0400
811	VCA LEVEL SW	0	1	1	0x2d0400
812	BEND SW VCO1	0	1	1	0x2d0400
813	BEND SW VCO2	0	1	1	0x2d0400
814	PATCH NAME 000-003	0	-1	0	0x2e0401
815	PATCH NAME 004-007	0	-1	0	0x2e0401
816	PATCH NAME 008-011	0	-1	0	0x2e0401
817	PATCH NAME 012-015	0	-1	0	0x2e0401
818	PATCH NAME 016-019	0	-1	0	0x2e0401
819	PATCH NAME 020-023	0	-1	0	0x2e0401
820	PATCH NAME 024-027	0	-1	0	0x2e0401
821	PATCH NAME 028-031	0	-1	0	0x2e0401
822	PATCH NAME 032-035	0	-1	0	0x2e0401
823	PATCH NAME 036-039	0	-1	0	0x2e0401
824	PATCH NAME 040-043	0	-1	0	0x2e0401
825	PATCH NAME 044-047	0	-1	0	0x2e0401
826	PATCH NAME 048-051	0	-1	0	0x2e0401
827	PATCH NAME 052-055	0	-1	0	0x2e0401
828	PATCH NAME 056-059	0	-1	0	0x2e0401
829	PATCH NAME 060-063	0	-1	0	0x2e0401
830	(INPUT JACK USING)	0	65535	0	0x2e0400
831	ARPEGGIO SW	0	1	0	0x2e0400
832	ARPEGGIO MODE	0	5	0	0x2e0400
833	ARPEGGIO RANGE	0	5	0	0x2e0400
834	SCATTER TYPE	0	9	0	0x2e0400
835	SCATTER DEPTH	-5	5	0	0x2e0400
836	OCTAVE SHIFT	-3	3	0	0x2e0400
837	KEY HOLD	0	1	0	0x2e0400
838	(LFO CV IN)	0	13	0	0x2e0401
839	(LFO RING IN)	0	13	0	0x2e0401
840	(LFO PITCH IN)	0	13	0	0x2e0401
841	(LFO FILTER IN)	0	13	0	0x2e0401
842	(LFO AMP IN)	0	13	0	0x2e0401
843	(OSC1 X-MOD IN)	0	13	0	0x2e0401
844	(OSC2 SYNC IN)	0	13	0	0x2e0401
845	(OSC2 RING IN)	0	13	0	0x2e0401
846	(OSC3 EXT IN)	0	13	0	0x2e0401
847	(P ENV GATE IN)	0	13	0	0x2e0401
848	(PITCH ENV IN)	0	13	0	0x2e0401
849	(F ENV GATE IN)	0	13	0	0x2e0401
850	(FILTER ENV IN)	0	13	0	0x2e0401
851	(A ENV GATE IN)	0	13	0	0x2e0401
852	(AMP ENV IN)	0	13	0	0x2e0401
853	LFO CV GAIN	0	255	128	0x2e0400
854	ENV1 KEY FOLLOW	0	1	0	0x2e0400
855	ENV2 KEY FOLLOW	0	1	0	0x2e0400
856	CONDITION	0	255	128	0x2e0400
857	BEND GAIN	0	3	0	0x2e0400
858	BEND SENS VCO	0	255	255	0x2e0400
859	BEND SENS VCF	0	255	255	0x2e0400
860	MOD SENS VCO	0	255	128	0x2e0400
861	MOD SENS VCF	0	255	128	0x2e0400
862	(LFO VARIATION)	0	2	0	0x2e0400
863	LFO TRIG ENV	0	1	0	0x2e0400
864	VCO1 MOD	0	1	0	0x2e0400
865	(OSC1 COARSE TUNE)	0	22	11	0x2e0400
866	(OSC1 FINE TUNE)	0	255	128	0x2e0400
867	VCO2 MOD	0	1	0	0x2e0400
868	(OSC3 WAVEFORM)	0	5	1	0x2e0400
869	CIRCUIT MOD	0	255	0	0x2e0400
870	(OSC3 TUNE)	0	255	128	0x2e0400
871	VCF ENV MOD SOURCE	0	1	0	0x2e0400
872	VCF SLOPE	0	5	2	0x2e0400
873	EFFECT TYPE	0	5	0	0x2e0400
874	EFFECT CTRL	0	255	128	0x2e0400
875	DELAY TYPE	0	5	0	0x2e0400
876	REVERB TYPE	0	5	2	0x2e0400
877	REVERB TIME	0	255	128	0x2e0400
878	LFO RATE H	0	1065353216	1060089776	0x2f0500
1028	VCF VELOCITY SENS	0	255	0	0x340500
1029	VCF CUTOFF H	0	1065353216	1065353216	0x340500
1058	VCA VELOCITY SENS	0	255	0	0x350500
1118	Patch Tempo	400	3000	1200	0x370500
1178	DELAY TAP TIME	0	100	50	0x390500
1179	DELAY FEEDBACK	0	255	120	0x390500
1180	DELAY HIGH CUT	0	14	7	0x390500
1181	DELAY DIRECT LEVEL	0	255	255	0x390500
1182	DELAY LF DAMP	0	81	0	0x390500
1183	DELAY LF DAMP FREQ	0	10	0	0x390500
1184	DELAY HF DAMP	0	81	0	0x390500
1185	DELAY HF DAMP FREQ	0	13	13	0x390500
1210	CHORUS PRE DELAY	0	80	20	0x3a0500
1211	CHORUS LOW CUT	0	17	2	0x3a0500
1212	CHORUS HIGH CUT	0	14	13	0x3a0500
1213	CHORUS_LFO SOURCE	0	1	0	0x3a0500
1214	CHORUS LFO EXT GAIN	0	255	64	0x3a0500
1215	CHORUS LFO EXT OFFSET	0	255	128	0x3a0500
1242	FLANGER MANUAL	0	255	128	0x3b0500
1243	FLANGER RESONANCE	0	255	230	0x3b0500
1244	FLANGER SEPARATIOIN	0	255	128	0x3b0500
1245	FLANGER LOW CUT	0	17	2	0x3b0500
1246	FLANGER LFO SOURCE	0	1	0	0x3b0500
1247	FLANGER LFO EXT GAIN	0	255	64	0x3b0500
1248	FLANGER LFO EXT OFFSET	0	255	128	0x3b0500
1274	MFX TYPE	0	255	0	0x3c0500
1275	MFX ASSIGN 1 TARGET	0	15	0	0x3c0500
1276	MFX ASSIGN 1 RANGE MIN	0	255	0	0x3c0500
1277	MFX ASSIGN 1 RANGE MAX	0	255	255	0x3c0500
1278	MFX ASSIGN 2 TARGET	0	15	0	0x3c0500
1279	MFX ASSIGN 2 RANGE MIN	0	255	0	0x3c0500
1280	MFX ASSIGN 2 RANGE MAX	0	255	255	0x3c0500
1281	MFX LFO SOURCE	0	1	0	0x3c0500
1282	MFX LFO EXT GAIN	0	255	64	0x3c0500
1283	MFX LFO EXT OFFSET	0	255	128	0x3c0500
1284	MFX PARAMETER 01	0	255	0	0x3c0500
1285	MFX PARAMETER 02	0	255	0	0x3c0500
1286	MFX PARAMETER 03	0	255	0	0x3c0500
1287	MFX PARAMETER 04	0	255	0	0x3c0500
1288	MFX PARAMETER 05	0	255	0	0x3c0500
1289	MFX PARAMETER 06	0	255	0	0x3c0500
1290	MFX PARAMETER 07	0	255	0	0x3c0500
1291	MFX PARAMETER 08	0	255	0	0x3c0500
1292	MFX PARAMETER 09	0	255	0	0x3c0500
1293	MFX PARAMETER 10	0	255	0	0x3c0500
1294	MFX PARAMETER 11	0	255	0	0x3c0500
1295	MFX PARAMETER 12	0	255	0	0x3c0500
1296	MFX PARAMETER 13	0	255	0	0x3c0500
1297	MFX PARAMETER 14	0	255	0	0x3c0500
1298	MFX PARAMETER 15	0	255	0	0x3c0500
1299	MFX PARAMETER 16	0	255	0	0x3c0500
1323	REVERB PRE DELAY	0	100	20	0x3d0500
1324	REVERB LOW CUT	0	17	2	0x3d0500
1325	REVERB HIGH CUT	0	14	11	0x3d0500
1326	REVERB DENSITY	0	10	10	0x3d0500
1327	REVERB DIRECT LEVEL	0	255	255	0x3d0500
1355	CHORD MEMORY SW	0	1	0	0x3e0500
1356	CHORD MEMORY Form	0	10	10	0x3e0500
1357	CHORD MEMORY Note (voice 1)	-1	127	60	0x3e0500
1358	CHORD MEMORY Note (voice 2)	-1	127	67	0x3e0500
1359	CHORD MEMORY Note (voice 3)	-1	127	72	0x3e0500
1360	CHORD MEMORY Note (voice 4)	-1	127	-1	0x3e0500
1361	CHORD MEMORY Note (voice 5)	-1	127	-1	0x3e0500
1362	CHORD MEMORY Note (voice 6)	-1	127	-1	0x3e0500
1363	CHORD MEMORY Note (voice 7)	-1	127	-1	0x3e0500
1364	CHORD MEMORY Note (voice 8)	-1	127	-1	0x3e0500
1365	CHORD MEMORY Note (voice 9)	-1	127	-1	0x3e0500
1366	CHORD MEMORY Note (voice 10)	-1	127	-1	0x3e0500
1367	CHORD MEMORY Note (voice 11)	-1	127	-1	0x3e0500
1368	CHORD MEMORY Note (voice 12)	-1	127	-1	0x3e0500
1369	CHORD MEMORY Note (voice 13)	-1	127	-1	0x3e0500
1370	CHORD MEMORY Note (voice 14)	-1	127	-1	0x3e0500
1371	CHORD MEMORY Note (voice 15)	-1	127	-1	0x3e0500
1372	CHORD MEMORY Note (voice 16)	-1	127	-1	0x3e0500
1428	STEP SEQ LENGTH	0	63	15	0x400600
1429	STEP SEQ FIRST STEP	0	63	0	0x400600
1430	STEP SEQ LAST STEP	0	63	15	0x400600
1431	STEP SEQ SCALE	0	5	1	0x400600
1432	STEP SEQ PLAY MODE	0	5	0	0x400600
1433	STEP SEQ GATE RATIO	0	255	128	0x400600
1434	STEP SEQ SHUFFLE	0	255	128	0x400600
1435	STEP SEQ SMOOTH	0	2	0	0x400600
1436	DUMMY1	0	1	0	0x400600
1437	DUMMY2	0	1	0	0x400600
1466	STEP SEQ Note (voice 1)	0	127	36	0x410600
1467	STEP SEQ Note (voice 2)	0	127	36	0x410600
1468	STEP SEQ Note (voice 3)	0	127	36	0x410600
1469	STEP SEQ Note (voice 4)	0	127	36	0x410600
1470	STEP SEQ Note (voice 5)	0	127	36	0x410600
1471	STEP SEQ Note (voice 6)	0	127	36	0x410600
1472	STEP SEQ Note (voice 7)	0	127	36	0x410600
1473	STEP SEQ Note (voice 8)	0	127	36	0x410600
1474	STEP SEQ Velo (voice 1)	0	127	0	0x410600
1475	STEP SEQ Velo (voice 2)	0	127	0	0x410600
1476	STEP SEQ Velo (voice 3)	0	127	0	0x410600
1477	STEP SEQ Velo (voice 4)	0	127	0	0x410600
1478	STEP SEQ Velo (voice 5)	0	127	0	0x410600
1479	STEP SEQ Velo (voice 6)	0	127	0	0x410600
1480	STEP SEQ Velo (voice 7)	0	127	0	0x410600
1481	STEP SEQ Velo (voice 8)	0	127	0	0x410600
1482	STEP SEQ Gate (voice 1)	1	100	50	0x410600
1483	STEP SEQ Gate (voice 2)	1	100	50	0x410600
1484	STEP SEQ Gate (voice 3)	1	100	50	0x410600
1485	STEP SEQ Gate (voice 4)	1	100	50	0x410600
1486	STEP SEQ Gate (voice 5)	1	100	50	0x410600
1487	STEP SEQ Gate (voice 6)	1	100	50	0x410600
1488	STEP SEQ Gate (voice 7)	1	100	50	0x410600
1489	STEP SEQ Gate (voice 8)	1	100	50	0x410600
1490	STEP SEQ Note Flag	0	-1	0	0x410601
1491	STEP SEQ Slide Flag	0	-1	0	0x410601
1492	STEP SEQ Mute Flag	0	-1	0	0x410601
1493	STEP SEQ Assign 1 Target	0	-1	0	0x410601
1494	STEP SEQ Assign 2 Target	0	-1	0	0x410601
1495	STEP SEQ Assign 3 Target	0	-1	0	0x410601
1496	STEP SEQ Assign 4 Target	0	-1	0	0x410601
1497	STEP SEQ Assign 1 Value	0	-1	0	0x410601
1498	STEP SEQ Assign 2 Value	0	-1	0	0x410601
1499	STEP SEQ Assign 3 Value	0	-1	0	0x410601
1500	STEP SEQ Assign 4 Value	0	-1	0	0x410601
1501	STEP SEQ Assign 1 Transient	0	5	0	0x410600
1502	STEP SEQ Assign 2 Transient	0	5	0	0x410600
1503	STEP SEQ Assign 3 Transient	0	5	0	0x410600
1504	STEP SEQ Assign 4 Transient	0	5	0	0x410600
1505	STEP SEQ Assign Flag	0	-1	0	0x410601
1520	STEP SEQ Note (voice 1)	0	127	36	0x420600
1521	STEP SEQ Note (voice 2)	0	127	36	0x420600
1522	STEP SEQ Note (voice 3)	0	127	36	0x420600
1523	STEP SEQ Note (voice 4)	0	127	36	0x420600
1524	STEP SEQ Note (voice 5)	0	127	36	0x420600
1525	STEP SEQ Note (voice 6)	0	127	36	0x420600
1526	STEP SEQ Note (voice 7)	0	127	36	0x420600
1527	STEP SEQ Note (voice 8)	0	127	36	0x420600
1528	STEP SEQ Velo (voice 1)	0	127	0	0x420600
1529	STEP SEQ Velo (voice 2)	0	127	0	0x420600
1530	STEP SEQ Velo (voice 3)	0	127	0	0x420600
1531	STEP SEQ Velo (voice 4)	0	127	0	0x420600
1532	STEP SEQ Velo (voice 5)	0	127	0	0x420600
1533	STEP SEQ Velo (voice 6)	0	127	0	0x420600
1534	STEP SEQ Velo (voice 7)	0	127	0	0x420600
1535	STEP SEQ Velo (voice 8)	0	127	0	0x420600
1536	STEP SEQ Gate (voice 1)	1	100	50	0x420600
1537	STEP SEQ Gate (voice 2)	1	100	50	0x420600
1538	STEP SEQ Gate (voice 3)	1	100	50	0x420600
1539	STEP SEQ Gate (voice 4)	1	100	50	0x420600
1540	STEP SEQ Gate (voice 5)	1	100	50	0x420600
1541	STEP SEQ Gate (voice 6)	1	100	50	0x420600
1542	STEP SEQ Gate (voice 7)	1	100	50	0x420600
1543	STEP SEQ Gate (voice 8)	1	100	50	0x420600
1544	STEP SEQ Note Flag	0	-1	0	0x420601
1545	STEP SEQ Slide Flag	0	-1	0	0x420601
1546	STEP SEQ Mute Flag	0	-1	0	0x420601
1547	STEP SEQ Assign 1 Target	0	-1	0	0x420601
1548	STEP SEQ Assign 2 Target	0	-1	0	0x420601
1549	STEP SEQ Assign 3 Target	0	-1	0	0x420601
1550	STEP SEQ Assign 4 Target	0	-1	0	0x420601
1551	STEP SEQ Assign 1 Value	0	-1	0	0x420601
1552	STEP SEQ Assign 2 Value	0	-1	0	0x420601
1553	STEP SEQ Assign 3 Value	0	-1	0	0x420601
1554	STEP SEQ Assign 4 Value	0	-1	0	0x420601
1555	STEP SEQ Assign 1 Transient	0	5	0	0x420600
1556	STEP SEQ Assign 2 Transient	0	5	0	0x420600
