id	name	min	max	default	flags
4413	STEP SEQ Assign 1 Value	0	-1	0	0x770601
4414	STEP SEQ Assign 2 Value	0	-1	0	0x770601
4415	STEP SEQ Assign 3 Value	0	-1	0	0x770601
4416	STEP SEQ Assign 4 Value	0	-1	0	0x770601
4417	STEP SEQ Assign 1 Transient	0	5	0	0x770600
4418	STEP SEQ Assign 2 Transient	0	5	0	0x770600
4419	STEP SEQ Assign 3 Transient	0	5	0	0x770600
4420	STEP SEQ Assign 4 Transient	0	5	0	0x770600
4421	STEP SEQ Assign Flag	0	-1	0	0x770601
4436	STEP SEQ Note (voice 1)	0	127	36	0x780600
4437	STEP SEQ Note (voice 2)	0	127	36	0x780600
4438	STEP SEQ Note (voice 3)	0	127	36	0x780600
4439	STEP SEQ Note (voice 4)	0	127	36	0x780600
4440	STEP SEQ Note (voice 5)	0	127	36	0x780600
4441	STEP SEQ Note (voice 6)	0	127	36	0x780600
4442	STEP SEQ Note (voice 7)	0	127	36	0x780600
4443	STEP SEQ Note (voice 8)	0	127	36	0x780600
4444	STEP SEQ Velo (voice 1)	0	127	0	0x780600
4445	STEP SEQ Velo (voice 2)	0	127	0	0x780600
4446	STEP SEQ Velo (voice 3)	0	127	0	0x780600
4447	STEP SEQ Velo (voice 4)	0	127	0	0x780600
4448	STEP SEQ Velo (voice 5)	0	127	0	0x780600
4449	STEP SEQ Velo (voice 6)	0	127	0	0x780600
4450	STEP SEQ Velo (voice 7)	0	127	0	0x780600
4451	STEP SEQ Velo (voice 8)	0	127	0	0x780600
4452	STEP SEQ Gate (voice 1)	1	100	50	0x780600
4453	STEP SEQ Gate (voice 2)	1	100	50	0x780600
4454	STEP SEQ Gate (voice 3)	1	100	50	0x780600
4455	STEP SEQ Gate (voice 4)	1	100	50	0x780600
4456	STEP SEQ Gate (voice 5)	1	100	50	0x780600
4457	STEP SEQ Gate (voice 6)	1	100	50	0x780600
4458	STEP SEQ Gate (voice 7)	1	100	50	0x780600
4459	STEP SEQ Gate (voice 8)	1	100	50	0x780600
4460	STEP SEQ Note Flag	0	-1	0	0x780601
4461	STEP SEQ Slide Flag	0	-1	0	0x780601
4462	STEP SEQ Mute Flag	0	-1	0	0x780601
4463	STEP SEQ Assign 1 Target	0	-1	0	0x780601
4464	STEP SEQ Assign 2 Target	0	-1	0	0x780601
4465	STEP SEQ Assign 3 Target	0	-1	0	0x780601
4466	STEP SEQ Assign 4 Target	0	-1	0	0x780601
4467	STEP SEQ Assign 1 Value	0	-1	0	0x780601
4468	STEP SEQ Assign 2 Value	0	-1	0	0x780601
4469	STEP SEQ Assign 3 Value	0	-1	0	0x780601
4470	STEP SEQ Assign 4 Value	0	-1	0	0x780601
4471	STEP SEQ Assign 1 Transient	0	5	0	0x780600
4472	STEP SEQ Assign 2 Transient	0	5	0	0x780600
4473	STEP SEQ Assign 3 Transient	0	5	0	0x780600
4474	STEP SEQ Assign 4 Transient	0	5	0	0x780600
4475	STEP SEQ Assign Flag	0	-1	0	0x780601
4490	STEP SEQ Note (voice 1)	0	127	36	0x790600
4491	STEP SEQ Note (voice 2)	0	127	36	0x790600
4492	STEP SEQ Note (voice 3)	0	127	36	0x790600
4493	STEP SEQ Note (voice 4)	0	127	36	0x790600
4494	STEP SEQ Note (voice 5)	0	127	36	0x790600
4495	STEP SEQ Note (voice 6)	0	127	36	0x790600
4496	STEP SEQ Note (voice 7)	0	127	36	0x790600
4497	STEP SEQ Note (voice 8)	0	127	36	0x790600
4498	STEP SEQ Velo (voice 1)	0	127	0	0x790600
4499	STEP SEQ Velo (voice 2)	0	127	0	0x790600
4500	STEP SEQ Velo (voice 3)	0	127	0	0x790600
4501	STEP SEQ Velo (voice 4)	0	127	0	0x790600
4502	STEP SEQ Velo (voice 5)	0	127	0	0x790600
4503	STEP SEQ Velo (voice 6)	0	127	0	0x790600
4504	STEP SEQ Velo (voice 7)	0	127	0	0x790600
4505	STEP SEQ Velo (voice 8)	0	127	0	0x790600
4506	STEP SEQ Gate (voice 1)	1	100	50	0x790600
4507	STEP SEQ Gate (voice 2)	1	100	50	0x790600
4508	STEP SEQ Gate (voice 3)	1	100	50	0x790600
4509	STEP SEQ Gate (voice 4)	1	100	50	0x790600
4510	STEP SEQ Gate (voice 5)	1	100	50	0x790600
4511	STEP SEQ Gate (voice 6)	1	100	50	0x790600
4512	STEP SEQ Gate (voice 7)	1	100	50	0x790600
4513	STEP SEQ Gate (voice 8)	1	100	50	0x790600
4514	STEP SEQ Note Flag	0	-1	0	0x790601
4515	STEP SEQ Slide Flag	0	-1	0	0x790601
4516	STEP SEQ Mute Flag	0	-1	0	0x790601
4517	STEP SEQ Assign 1 Target	0	-1	0	0x790601
4518	STEP SEQ Assign 2 Target	0	-1	0	0x790601
4519	STEP SEQ Assign 3 Target	0	-1	0	0x790601
4520	STEP SEQ Assign 4 Target	0	-1	0	0x790601
4521	STEP SEQ Assign 1 Value	0	-1	0	0x790601
4522	STEP SEQ Assign 2 Value	0	-1	0	0x790601
4523	STEP SEQ Assign 3 Value	0	-1	0	0x790601
4524	STEP SEQ Assign 4 Value	0	-1	0	0x790601
4525	STEP SEQ Assign 1 Transient	0	5	0	0x790600
4526	STEP SEQ Assign 2 Transient	0	5	0	0x790600
4527	STEP SEQ Assign 3 Transient	0	5	0	0x790600
4528	STEP SEQ Assign 4 Transient	0	5	0	0x790600
4529	STEP SEQ Assign Flag	0	-1	0	0x790601
4544	STEP SEQ Note (voice 1)	0	127	36	0x7a0600
4545	STEP SEQ Note (voice 2)	0	127	36	0x7a0600
4546	STEP SEQ Note (voice 3)	0	127	36	0x7a0600
4547	STEP SEQ Note (voice 4)	0	127	36	0x7a0600
4548	STEP SEQ Note (voice 5)	0	127	36	0x7a0600
4549	STEP SEQ Note (voice 6)	0	127	36	0x7a0600
4550	STEP SEQ Note (voice 7)	0	127	36	0x7a0600
4551	STEP SEQ Note (voice 8)	0	127	36	0x7a0600
4552	STEP SEQ Velo (voice 1)	0	127	0	0x7a0600
4553	STEP SEQ Velo (voice 2)	0	127	0	0x7a0600
4554	STEP SEQ Velo (voice 3)	0	127	0	0x7a0600
4555	STEP SEQ Velo (voice 4)	0	127	0	0x7a0600
4556	STEP SEQ Velo (voice 5)	0	127	0	0x7a0600
4557	STEP SEQ Velo (voice 6)	0	127	0	0x7a0600
4558	STEP SEQ Velo (voice 7)	0	127	0	0x7a0600
4559	STEP SEQ Velo (voice 8)	0	127	0	0x7a0600
4560	STEP SEQ Gate (voice 1)	1	100	50	0x7a0600
4561	STEP SEQ Gate (voice 2)	1	100	50	0x7a0600
4562	STEP SEQ Gate (voice 3)	1	100	50	0x7a0600
4563	STEP SEQ Gate (voice 4)	1	100	50	0x7a0600
4564	STEP SEQ Gate (voice 5)	1	100	50	0x7a0600
4565	STEP SEQ Gate (voice 6)	1	100	50	0x7a0600
4566	STEP SEQ Gate (voice 7)	1	100	50	0x7a0600
4567	STEP SEQ Gate (voice 8)	1	100	50	0x7a0600
4568	STEP SEQ Note Flag	0	-1	0	0x7a0601
4569	STEP SEQ Slide Flag	0	-1	0	0x7a0601
4570	STEP SEQ Mute Flag	0	-1	0	0x7a0601
4571	STEP SEQ Assign 1 Target	0	-1	0	0x7a0601
4572	STEP SEQ Assign 2 Target	0	-1	0	0x7a0601
4573	STEP SEQ Assign 3 Target	0	-1	0	0x7a0601
4574	STEP SEQ Assign 4 Target	0	-1	0	0x7a0601
4575	STEP SEQ Assign 1 Value	0	-1	0	0x7a0601
4576	STEP SEQ Assign 2 Value	0	-1	0	0x7a0601
4577	STEP SEQ Assign 3 Value	0	-1	0	0x7a0601
4578	STEP SEQ Assign 4 Value	0	-1	0	0x7a0601
4579	STEP SEQ Assign 1 Transient	0	5	0	0x7a0600
4580	STEP SEQ Assign 2 Transient	0	5	0	0x7a0600
4581	STEP SEQ Assign 3 Transient	0	5	0	0x7a0600
4582	STEP SEQ Assign 4 Transient	0	5	0	0x7a0600
4583	STEP SEQ Assign Flag	0	-1	0	0x7a0601
4598	STEP SEQ Note (voice 1)	0	127	36	0x7b0600
4599	STEP SEQ Note (voice 2)	0	127	36	0x7b0600
4600	STEP SEQ Note (voice 3)	0	127	36	0x7b0600
4601	STEP SEQ Note (voice 4)	0	127	36	0x7b0600
4602	STEP SEQ Note (voice 5)	0	127	36	0x7b0600
4603	STEP SEQ Note (voice 6)	0	127	36	0x7b0600
4604	STEP SEQ Note (voice 7)	0	127	36	0x7b0600
4605	STEP SEQ Note (voice 8)	0	127	36	0x7b0600
4606	STEP SEQ Velo (voice 1)	0	127	0	0x7b0600
4607	STEP SEQ Velo (voice 2)	0	127	0	0x7b0600
4608	STEP SEQ Velo (voice 3)	0	127	0	0x7b0600
4609	STEP SEQ Velo (voice 4)	0	127	0	0x7b0600
4610	STEP SEQ Velo (voice 5)	0	127	0	0x7b0600
4611	STEP SEQ Velo (voice 6)	0	127	0	0x7b0600
4612	STEP SEQ Velo (voice 7)	0	127	0	0x7b0600
4613	STEP SEQ Velo (voice 8)	0	127	0	0x7b0600
4614	STEP SEQ Gate (voice 1)	1	100	50	0x7b0600
4615	STEP SEQ Gate (voice 2)	1	100	50	0x7b0600
4616	STEP SEQ Gate (voice 3)	1	100	50	0x7b0600
4617	STEP SEQ Gate (voice 4)	1	100	50	0x7b0600
4618	STEP SEQ Gate (voice 5)	1	100	50	0x7b0600
4619	STEP SEQ Gate (voice 6)	1	100	50	0x7b0600
4620	STEP SEQ Gate (voice 7)	1	100	50	0x7b0600
4621	STEP SEQ Gate (voice 8)	1	100	50	0x7b0600
4622	STEP SEQ Note Flag	0	-1	0	0x7b0601
4623	STEP SEQ Slide Flag	0	-1	0	0x7b0601
4624	STEP SEQ Mute Flag	0	-1	0	0x7b0601
4625	STEP SEQ Assign 1 Target	0	-1	0	0x7b0601
4626	STEP SEQ Assign 2 Target	0	-1	0	0x7b0601
4627	STEP SEQ Assign 3 Target	0	-1	0	0x7b0601
4628	STEP SEQ Assign 4 Target	0	-1	0	0x7b0601
4629	STEP SEQ Assign 1 Value	0	-1	0	0x7b0601
4630	STEP SEQ Assign 2 Value	0	-1	0	0x7b0601
4631	STEP SEQ Assign 3 Value	0	-1	0	0x7b0601
4632	STEP SEQ Assign 4 Value	0	-1	0	0x7b0601
4633	STEP SEQ Assign 1 Transient	0	5	0	0x7b0600
4634	STEP SEQ Assign 2 Transient	0	5	0	0x7b0600
4635	STEP SEQ Assign 3 Transient	0	5	0	0x7b0600
4636	STEP SEQ Assign 4 Transient	0	5	0	0x7b0600
4637	STEP SEQ Assign Flag	0	-1	0	0x7b0601
4652	STEP SEQ Note (voice 1)	0	127	36	0x7c0600
4653	STEP SEQ Note (voice 2)	0	127	36	0x7c0600
4654	STEP SEQ Note (voice 3)	0	127	36	0x7c0600
4655	STEP SEQ Note (voice 4)	0	127	36	0x7c0600
4656	STEP SEQ Note (voice 5)	0	127	36	0x7c0600
4657	STEP SEQ Note (voice 6)	0	127	36	0x7c0600
4658	STEP SEQ Note (voice 7)	0	127	36	0x7c0600
4659	STEP SEQ Note (voice 8)	0	127	36	0x7c0600
4660	STEP SEQ Velo (voice 1)	0	127	0	0x7c0600
4661	STEP SEQ Velo (voice 2)	0	127	0	0x7c0600
4662	STEP SEQ Velo (voice 3)	0	127	0	0x7c0600
4663	STEP SEQ Velo (voice 4)	0	127	0	0x7c0600
4664	STEP SEQ Velo (voice 5)	0	127	0	0x7c0600
4665	STEP SEQ Velo (voice 6)	0	127	0	0x7c0600
4666	STEP SEQ Velo (voice 7)	0	127	0	0x7c0600
4667	STEP SEQ Velo (voice 8)	0	127	0	0x7c0600
4668	STEP SEQ Gate (voice 1)	1	100	50	0x7c0600
4669	STEP SEQ Gate (voice 2)	1	100	50	0x7c0600
4670	STEP SEQ Gate (voice 3)	1	100	50	0x7c0600
4671	STEP SEQ Gate (voice 4)	1	100	50	0x7c0600
4672	STEP SEQ Gate (voice 5)	1	100	50	0x7c0600
4673	STEP SEQ Gate (voice 6)	1	100	50	0x7c0600
4674	STEP SEQ Gate (voice 7)	1	100	50	0x7c0600
4675	STEP SEQ Gate (voice 8)	1	100	50	0x7c0600
4676	STEP SEQ Note Flag	0	-1	0	0x7c0601
4677	STEP SEQ Slide Flag	0	-1	0	0x7c0601
4678	STEP SEQ Mute Flag	0	-1	0	0x7c0601
4679	STEP SEQ Assign 1 Target	0	-1	0	0x7c0601
4680	STEP SEQ Assign 2 Target	0	-1	0	0x7c0601
4681	STEP SEQ Assign 3 Target	0	-1	0	0x7c0601
4682	STEP SEQ Assign 4 Target	0	-1	0	0x7c0601
4683	STEP SEQ Assign 1 Value	0	-1	0	0x7c0601
4684	STEP SEQ Assign 2 Value	0	-1	0	0x7c0601
4685	STEP SEQ Assign 3 Value	0	-1	0	0x7c0601
4686	STEP SEQ Assign 4 Value	0	-1	0	0x7c0601
4687	STEP SEQ Assign 1 Transient	0	5	0	0x7c0600
4688	STEP SEQ Assign 2 Transient	0	5	0	0x7c0600
4689	STEP SEQ Assign 3 Transient	0	5	0	0x7c0600
4690	STEP SEQ Assign 4 Transient	0	5	0	0x7c0600
4691	STEP SEQ Assign Flag	0	-1	0	0x7c0601
4706	STEP SEQ Note (voice 1)	0	127	36	0x7d0600
4707	STEP SEQ Note (voice 2)	0	127	36	0x7d0600
4708	STEP SEQ Note (voice 3)	0	127	36	0x7d0600
4709	STEP SEQ Note (voice 4)	0	127	36	0x7d0600
4710	STEP SEQ Note (voice 5)	0	127	36	0x7d0600
4711	STEP SEQ Note (voice 6)	0	127	36	0x7d0600
4712	STEP SEQ Note (voice 7)	0	127	36	0x7d0600
4713	STEP SEQ Note (voice 8)	0	127	36	0x7d0600
4714	STEP SEQ Velo (voice 1)	0	127	0	0x7d0600
4715	STEP SEQ Velo (voice 2)	0	127	0	0x7d0600
4716	STEP SEQ Velo (voice 3)	0	127	0	0x7d0600
4717	STEP SEQ Velo (voice 4)	0	127	0	0x7d0600
4718	STEP SEQ Velo (voice 5)	0	127	0	0x7d0600
4719	STEP SEQ Velo (voice 6)	0	127	0	0x7d0600
4720	STEP SEQ Velo (voice 7)	0	127	0	0x7d0600
4721	STEP SEQ Velo (voice 8)	0	127	0	0x7d0600
4722	STEP SEQ Gate (voice 1)	1	100	50	0x7d0600
4723	STEP SEQ Gate (voice 2)	1	100	50	0x7d0600
4724	STEP SEQ Gate (voice 3)	1	100	50	0x7d0600
4725	STEP SEQ Gate (voice 4)	1	100	50	0x7d0600
4726	STEP SEQ Gate (voice 5)	1	100	50	0x7d0600
4727	STEP SEQ Gate (voice 6)	1	100	50	0x7d0600
4728	STEP SEQ Gate (voice 7)	1	100	50	0x7d0600
4729	STEP SEQ Gate (voice 8)	1	100	50	0x7d0600
4730	STEP SEQ Note Flag	0	-1	0	0x7d0601
4731	STEP SEQ Slide Flag	0	-1	0	0x7d0601
4732	STEP SEQ Mute Flag	0	-1	0	0x7d0601
4733	STEP SEQ Assign 1 Target	0	-1	0	0x7d0601
4734	STEP SEQ Assign 2 Target	0	-1	0	0x7d0601
4735	STEP SEQ Assign 3 Target	0	-1	0	0x7d0601
4736	STEP SEQ Assign 4 Target	0	-1	0	0x7d0601
4737	STEP SEQ Assign 1 Value	0	-1	0	0x7d0601
4738	STEP SEQ Assign 2 Value	0	-1	0	0x7d0601
4739	STEP SEQ Assign 3 Value	0	-1	0	0x7d0601
4740	STEP SEQ Assign 4 Value	0	-1	0	0x7d0601
4741	STEP SEQ Assign 1 Transient	0	5	0	0x7d0600
4742	STEP SEQ Assign 2 Transient	0	5	0	0x7d0600
4743	STEP SEQ Assign 3 Transient	0	5	0	0x7d0600
4744	STEP SEQ Assign 4 Transient	0	5	0	0x7d0600
4745	STEP SEQ Assign Flag	0	-1	0	0x7d0601
4760	STEP SEQ Note (voice 1)	0	127	36	0x7e0600
4761	STEP SEQ Note (voice 2)	0	127	36	0x7e0600
4762	STEP SEQ Note (voice 3)	0	127	36	0x7e0600
4763	STEP SEQ Note (voice 4)	0	127	36	0x7e0600
4764	STEP SEQ Note (voice 5)	0	127	36	0x7e0600
4765	STEP SEQ Note (voice 6)	0	127	36	0x7e0600
4766	STEP SEQ Note (voice 7)	0	127	36	0x7e0600
4767	STEP SEQ Note (voice 8)	0	127	36	0x7e0600
4768	STEP SEQ Velo (voice 1)	0	127	0	0x7e0600
4769	STEP SEQ Velo (voice 2)	0	127	0	0x7e0600
4770	STEP SEQ Velo (voice 3)	0	127	0	0x7e0600
4771	STEP SEQ Velo (voice 4)	0	127	0	0x7e0600
4772	STEP SEQ Velo (voice 5)	0	127	0	0x7e0600
4773	STEP SEQ Velo (voice 6)	0	127	0	0x7e0600
4774	STEP SEQ Velo (voice 7)	0	127	0	0x7e0600
4775	STEP SEQ Velo (voice 8)	0	127	0	0x7e0600
4776	STEP SEQ Gate (voice 1)	1	100	50	0x7e0600
4777	STEP SEQ Gate (voice 2)	1	100	50	0x7e0600
4778	STEP SEQ Gate (voice 3)	1	100	50	0x7e0600
4779	STEP SEQ Gate (voice 4)	1	100	50	0x7e0600
4780	STEP SEQ Gate (voice 5)	1	100	50	0x7e0600
4781	STEP SEQ Gate (voice 6)	1	100	50	0x7e0600
4782	STEP SEQ Gate (voice 7)	1	100	50	0x7e0600
4783	STEP SEQ Gate (voice 8)	1	100	50	0x7e0600
4784	STEP SEQ Note Flag	0	-1	0	0x7e0601
4785	STEP SEQ Slide Flag	0	-1	0	0x7e0601
4786	STEP SEQ Mute Flag	0	-1	0	0x7e0601
4787	STEP SEQ Assign 1 Target	0	-1	0	0x7e0601
4788	STEP SEQ Assign 2 Target	0	-1	0	0x7e0601
4789	STEP SEQ Assign 3 Target	0	-1	0	0x7e0601
4790	STEP SEQ Assign 4 Target	0	-1	0	0x7e0601
4791	STEP SEQ Assign 1 Value	0	-1	0	0x7e0601
4792	STEP SEQ Assign 2 Value	0	-1	0	0x7e0601
4793	STEP SEQ Assign 3 Value	0	-1	0	0x7e0601
4794	STEP SEQ Assign 4 Value	0	-1	0	0x7e0601
4795	STEP SEQ Assign 1 Transient	0	5	0	0x7e0600
4796	STEP SEQ Assign 2 Transient	0	5	0	0x7e0600
4797	STEP SEQ Assign 3 Transient	0	5	0	0x7e0600
4798	STEP SEQ Assign 4 Transient	0	5	0	0x7e0600
4799	STEP SEQ Assign Flag	0	-1	0	0x7e0601
4814	STEP SEQ Note (voice 1)	0	127	36	0x7f0600
4815	STEP SEQ Note (voice 2)	0	127	36	0x7f0600
4816	STEP SEQ Note (voice 3)	0	127	36	0x7f0600
4817	STEP SEQ Note (voice 4)	0	127	36	0x7f0600
4818	STEP SEQ Note (voice 5)	0	127	36	0x7f0600
4819	STEP SEQ Note (voice 6)	0	127	36	0x7f0600
4820	STEP SEQ Note (voice 7)	0	127	36	0x7f0600
4821	STEP SEQ Note (voice 8)	0	127	36	0x7f0600
4822	STEP SEQ Velo (voice 1)	0	127	0	0x7f0600
4823	STEP SEQ Velo (voice 2)	0	127	0	0x7f0600
4824	STEP SEQ Velo (voice 3)	0	127	0	0x7f0600
4825	STEP SEQ Velo (voice 4)	0	127	0	0x7f0600
4826	STEP SEQ Velo (voice 5)	0	127	0	0x7f0600
4827	STEP SEQ Velo (voice 6)	0	127	0	0x7f0600
4828	STEP SEQ Velo (voice 7)	0	127	0	0x7f0600
4829	STEP SEQ Velo (voice 8)	0	127	0	0x7f0600
4830	STEP SEQ Gate (voice 1)	1	100	50	0x7f0600
4831	STEP SEQ Gate (voice 2)	1	100	50	0x7f0600
4832	STEP SEQ Gate (voice 3)	1	100	50	0x7f0600
4833	STEP SEQ Gate (voice 4)	1	100	50	0x7f0600
4834	STEP SEQ Gate (voice 5)	1	100	50	0x7f0600
4835	STEP SEQ Gate (voice 6)	1	100	50	0x7f0600
4836	STEP SEQ Gate (voice 7)	1	100	50	0x7f0600
4837	STEP SEQ Gate (voice 8)	1	100	50	0x7f0600
4838	STEP SEQ Note Flag	0	-1	0	0x7f0601
4839	STEP SEQ Slide Flag	0	-1	0	0x7f0601
4840	STEP SEQ Mute Flag	0	-1	0	0x7f0601
4841	STEP SEQ Assign 1 Target	0	-1	0	0x7f0601
4842	STEP SEQ Assign 2 Target	0	-1	0	0x7f0601
4843	STEP SEQ Assign 3 Target	0	-1	0	0x7f0601
4844	STEP SEQ Assign 4 Target	0	-1	0	0x7f0601
4845	STEP SEQ Assign 1 Value	0	-1	0	0x7f0601
4846	STEP SEQ Assign 2 Value	0	-1	0	0x7f0601
4847	STEP SEQ Assign 3 Value	0	-1	0	0x7f0601
4848	STEP SEQ Assign 4 Value	0	-1	0	0x7f0601
4849	STEP SEQ Assign 1 Transient	0	5	0	0x7f0600
4850	STEP SEQ Assign 2 Transient	0	5	0	0x7f0600
4851	STEP SEQ Assign 3 Transient	0	5	0	0x7f0600
4852	STEP SEQ Assign 4 Transient	0	5	0	0x7f0600
4853	STEP SEQ Assign Flag	0	-1	0	0x7f0601
4868	STEP SEQ Note (voice 1)	0	127	36	0x800600
4869	STEP SEQ Note (voice 2)	0	127	36	0x800600
4870	STEP SEQ Note (voice 3)	0	127	36	0x800600
4871	STEP SEQ Note (voice 4)	0	127	36	0x800600
4872	STEP SEQ Note (voice 5)	0	127	36	0x800600
4873	STEP SEQ Note (voice 6)	0	127	36	0x800600
4874	STEP SEQ Note (voice 7)	0	127	36	0x800600
4875	STEP SEQ Note (voice 8)	0	127	36	0x800600
4876	STEP SEQ Velo (voice 1)	0	127	0	0x800600
4877	STEP SEQ Velo (voice 2)	0	127	0	0x800600
4878	STEP SEQ Velo (voice 3)	0	127	0	0x800600
4879	STEP SEQ Velo (voice 4)	0	127	0	0x800600
4880	STEP SEQ Velo (voice 5)	0	127	0	0x800600
4881	STEP SEQ Velo (voice 6)	0	127	0	0x800600
4882	STEP SEQ Velo (voice 7)	0	127	0	0x800600
4883	STEP SEQ Velo (voice 8)	0	127	0	0x800600
4884	STEP SEQ Gate (voice 1)	1	100	50	0x800600
4885	STEP SEQ Gate (voice 2)	1	100	50	0x800600
4886	STEP SEQ Gate (voice 3)	1	100	50	0x800600
4887	STEP SEQ Gate (voice 4)	1	100	50	0x800600
4888	STEP SEQ Gate (voice 5)	1	100	50	0x800600
4889	STEP SEQ Gate (voice 6)	1	100	50	0x800600
4890	STEP SEQ Gate (voice 7)	1	100	50	0x800600
4891	STEP SEQ Gate (voice 8)	1	100	50	0x800600
4892	STEP SEQ Note Flag	0	-1	0	0x800601
4893	STEP SEQ Slide Flag	0	-1	0	0x800601
4894	STEP SEQ Mute Flag	0	-1	0	0x800601
4895	STEP SEQ Assign 1 Target	0	-1	0	0x800601
4896	STEP SEQ Assign 2 Target	0	-1	0	0x800601
4897	STEP SEQ Assign 3 Target	0	-1	0	0x800601
4898	STEP SEQ Assign 4 Target	0	-1	0	0x800601
4899	STEP SEQ Assign 1 Value	0	-1	0	0x800601
4900	STEP SEQ Assign 2 Value	0	-1	0	0x800601
4901	STEP SEQ Assign 3 Value	0	-1	0	0x800601
4902	STEP SEQ Assign 4 Value	0	-1	0	0x800601
4903	STEP SEQ Assign 1 Transient	0	5	0	0x800600
4904	STEP SEQ Assign 2 Transient	0	5	0	0x800600
4905	STEP SEQ Assign 3 Transient	0	5	0	0x800600
4906	STEP SEQ Assign 4 Transient	0	5	0	0x800600
4907	STEP SEQ Assign Flag	0	-1	0	0x800601
4952	_NULL_	0	0	0	0x820700
4953	_NULL_	0	0	0	0x830700
4954	_NULL_	0	0	0	0x840700
4955	_NULL_	0	0	0	0x850700
4956	_NULL_	0	0	0	0x860700
4957	_NULL_	0	0	0	0x870700
4958	_NULL_	0	0	0	0x880700
4959	_NULL_	0	0	0	0x890700
4960	_NULL_	0	0	0	0x8a0700
4961	_NULL_	0	0	0	0x8b0700
4962	_NULL_	0	0	0	0x8c0700
4963	_NULL_	0	0	0	0x8d0700
4964	_NULL_	0	0	0	0x8e0700
4965	_NULL_	0	0	0	0x8f0700
4967	110	189	184	1	0x0
4969	110	614	136	64	0x1
4971	Off (0)On (1)	878	550	256	0x1
4973	Off (0)30min (1)240min (2)	4952	14	8	0x1
4975	PATCH (0)PERFORM (1)	60	60	0	0x1
4977	PLUG-OUT 0 (0)PLUG-OUT 3 (3)	121	1	0	0x3
4979	MANUAL (-1)A-1 (0)H-8 (63)	123	1	0	0x5
4981	A-1 (0)H-8 (63)	125	1	0	0x7
4983	Direct (0)Catch (1)	127	1	0	0x9
4985	Off (0)110min (1-10)	188	1	0	0xb
4987	Off (0)On (1)	249	60	1	0xd
4989	Vender (0)Generic (1)	310	60	1	0xf
4991	Off (0)On (1)	371	1	1	0x11
4993	1 (0)127 (126)	373	60	2	0x13
4995	Light (0)Medium (1)Heavy (2)	493	60	2	0x15
4997	-100+10	613	1	2	0x17
4999	Non-Invert (0)Invert (1)	657	42	3	0x19
5001	Non-Invert (0)Invert (1)	741	1	3	0x1b
5003	Off (0)On (1)Surface (2)	743	1	3	0x1d
5005	430Hz (0)440Hz (10)450Hz (20)	745	1	3	0x1f
5007	430.0Hz (-100)440.0Hz (0)450.0Hz (100)	747	1	3	0x21
5009	Off (0)On (1)	749	1	3	0x23
5011	-12dB (-12)0dB (0)+12dB (12)	757	5	4	0x25
5013	Auto (0)MIDI (1)USB (2)Internal (3)	770	6	4	0x27
5015	Disable (0)Enable (1)	779	10	4	0x29
5017	Off (0)On (1)	794	4	4	0x2b
5019	Off (0)Play Only (1)Rec Only (2)Play & Rec (3)Always (4)	804	10	4	0x2d
5021	0127	878	30	5	0x2f
5023	1 (0)4 (3)	938	30	5	0x31
5025	17 (0)32 (15)	998	30	5	0x33
5027	Off (0)On (1)	1058	30	5	0x35
5029	Off (0)On (1)	1118	30	5	0x37
5031	ch.1 (1)ch.16 (16)	1178	32	5	0x39
5033	Off (0)ch.1 (1)ch.16 (16)	1242	32	5	0x3b
5035	ch.1 (1)ch.16 (16)	1323	32	5	0x3d
5037	ch.1 (1)ch.16 (16)	1398	30	5	0x3f
5039	Off (0)On (1)	1466	54	6	0x41
5041	Off (0)On (1)	1574	54	6	0x43
5043	Off (0)On (1)	1682	54	6	0x45
5045	Off (0)On (1)	1790	54	6	0x47
5047	Off (0)On (1)	1898	54	6	0x49
5049	Off (0)On (1)	2006	54	6	0x4b
5051	Off (0)On (1)	2114	54	6	0x4d
5053	Off (0)On (1)	2222	54	6	0x4f
5055	-1000+100	2330	54	6	0x51
5057	-1000+100	2438	54	6	0x53
5059	Clock (0)Step (1)...	2546	54	6	0x55
5061	01	2654	54	6	0x57
5063	Addon (0)Replace (1)	2762	54	6	0x59
5065	03	2870	54	6	0x5b
5067	Off (0)On (1)	2978	54	6	0x5d
5069	00	3086	54	6	0x5f
5071	00	3194	54	6	0x61
5073	00	3302	54	6	0x63
5075	00	3410	54	6	0x65
5077	00	3518	54	6	0x67
5079	00	3626	54	6	0x69
5081	00	3734	54	6	0x6b
5083	00	3842	54	6	0x6d
5085	00	3950	54	6	0x6f
5087	Empty (-1)Native (0)PLUG-OUT (1255)	4058	54	6	0x71
5089	Empty (-1)Native (0)PLUG-OUT (1255)	4166	54	6	0x73
5091	Empty (-1)Native (0)PLUG-OUT (1255)	4274	54	6	0x75
5093	Empty (-1)Native (0)PLUG-OUT (1255)	4382	54	6	0x77
5095	00	4490	54	6	0x79
5097	00	4598	54	6	0x7b
5099	00	4706	54	6	0x7d
5101	00	4814	54	6	0x7f
5103	00	4922	30	6	0x81
5105	00	4953	1	7	0x83
5107	00	4955	1	7	0x85
5109	00	4957	1	7	0x87
5111	00	4959	1	7	0x89
5113	00	4961	1	7	0x8b
5115	00	4963	1	7	0x8d
5117	00	4965	1	7	0x8f
5119	00	-2136678656	1	-2136678640	0x1
5121	00	-2136678592	1	-2136678584	0x1
