param_id	offset	name
1053	6497328	Dry Level
1054	6497344	Wet Level
1055	6497360	Ip Fc
1056	6497376	Feedback
1057	6497392	On/Off
1058	6497408	Mute
1059	6497424	LF Damp Fc
1060	6497440	LF Damp Hp
1061	6497456	LF Damp Lp
1062	6497472	HF Damp Fc
1063	6497488	HF Damp Hp
1064	6497504	HF Damp Lp
1065	10692016	Chorus CV
1066	10692032	Chrus LFO Sync
1067	10693008	Delay Time
1068	10693024	LFO Curve
1069	10693040	LFO Manual
1070	10693056	LFO Depth
1071	10693072	High Cut C0
1072	10693088	High Cut A0
1073	10693104	High Cut A1
1074	10693120	High Cut B0
1075	10693136	High Cut B2
1076	10693152	Use IIR High Cut Filter
1077	10693168	High Cut Fc
1078	10693184	High Cut Qc
1079	10693200	High Cut Sw
1080	10693216	Low Cut Fc
1081	10693232	Low Cut Sw
1082	10693248	Dry Level
1083	10693264	Wet Level
1084	10693280	Ip Fc
1085	10693296	Feedback
1086	10693312	On/Off
1087	10693328	Mute
1088	10693344	LFO St.Phase
1089	10693360	LFO St.Ofst
1090	10759360	Rev Dpm PreDly
1091	10759376	Rev Ecf On
1092	10759392	Rev Ecf Density
1093	10759408	Rev Ecf Level
1094	10759424	Rev Ecf Dir Lev
1095	10759440	Rev Ecf Glb Lev
1096	10759456	Rev Ecf Mute
1097	10759472	Rev Ecf In Att 
1098	10759488	Rev Ecf Depth
1099	10759504	Rev Ecf Rate
1100	10759520	Rev Ecf HPF C0
1101	10759536	Rev Ecf HPF A0
1102	10759552	Rev Ecf HPF B0
1103	10759568	Rev Ecf LPF C0
1104	10759584	Rev Ecf LPF A0
1105	10759600	Rev Ecf LPF A1
1106	10759616	Rev Ecf LPF B0
1107	10759632	Rev Ecf LPF B1
1108	10759648	Rev Ecf DPF0 Fc
1109	10759664	Rev Ecf DPF0 Hp
1110	10759680	Rev Ecf DPF0 Lp
1111	10759696	Rev Ecf DPF1 Fc
1112	10759712	Rev Ecf DPF1 Hp
1113	10759728	Rev Ecf DPF1 Lp
1114	10759744	Rev Ecf DPF2 Fc
1115	10759760	Rev Ecf DPF2 Hp
1116	10759776	Rev Ecf DPF2 Lp
1117	10759792	Rev Ecf DPF3 Fc
1118	10759808	Rev Ecf DPF3 Hp
1119	10759824	Rev Ecf DPF3 Lp
1120	10759840	Rev Ecf DlyMute
